sku,nome,categoria,marca,custo,imposto,preco,descricao,mlb_principal,mlb_ids,qtd_anuncios_mlb,updated_at,sku_key,cg_unnamed: 0,cg_sku,cg_oem,cg_product name,cg_product description,cg_tradução ptbr  ou nome na bling,cg_material,cg_material ptbr,cg_embalagem individual,cg_embalagem individual ptbr,cg_medidas individuas,cg_unnamed: 12,cg_unnamed: 13,cg_m³ individual,cg_peso individual,cg_individual size,cg_para quer serve,cg_onde será ultilizado,cg_finalizade,"cg_país do 
fabricante / produtor","cg_fabricante/produtor 
conhecido",cg_nome (fabricante / produtor),"cg_logradouro 
(fabricante / produtor)","cg_número 
(fabricante / produtor)","cg_cidade 
(fabricante / produtor)","cg_complemento 
(fabricante / produtor)","cg_estado 
(fabricante / produtor)","cg_denominação 
do produto","cg_detalhamento complementar 
do produto",titulos_anuncios_mlb,gtins_mlb,custos_frete_mlb,modalidades_mlb,custo_attr,imposto_attr,foto
23,Buttons on the steering wheel for vehicle cruise control,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",99.49,24.0,,"Botões para controle de velocidade de cruzeiro no volante do veículo. Material: Plástico e metal. Dimensões individuais: 15 x 6,5 x 7,5 cm. Embalagem: caixa de papelão.",MLB1985589133,MLB1985589133|MLB4334035248,2.0,25/03/2026 12:53,23,SKU 23,23,"BK2T9E740AB
SKU 23",Buttons on the steering wheel for vehicle cruise control,"Buttons on the steering wheel for vehicle cruise control,  Material: Plastic and metal, Individual Size 15x6,5x7,5CM, cardboard box","Botões para controle de velocidade de cruzeiro no volante do veículo. Material: Plástico e metal. Dimensões individuais: 15 x 6,5 x 7,5 cm. Embalagem: caixa de papelão.", Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,15.0,6.5,7.5,0.00073125,,"Individual Size 15x6,5x7,5CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Botões no volante para o controle de velocidade de cruzeiro do veículo.,"Botões para controle de velocidade de cruzeiro no volante do veículo. Material: Plástico e metal. Dimensões individuais: 15 x 6,5 x 7,5 cm. Embalagem: caixa de papelão.","Botao Piloto Automático Controle Velocidade Focus Mk 2,5 || Piloto Automático Controle De Velocidade Focus Mk2,5",7895141633926|7896259483076,"R$ 20,95|R$ 22,55",Clássico,99.49,24.0,cadastro_fotos/23.png
230-1,Right-side vehicle headlight washer cover,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",15.82,24.0,,"Tampa do lava-faróis do lado direito do veículo, Material: Plástico, caixa de papelão",,,,25/03/2026 12:53,230-1,SKU 230-1,230-1,SKU 230-1,Right-side vehicle headlight washer cover,"Right-side vehicle headlight washer cover, Material: Plastic, cardboard box","Tampa do lava-faróis do lado direito do veículo, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Tampa do lavador do farol do lado direito do veículo,"Tampa do lava-faróis do lado direito do veículo, Material: Plástico, caixa de papelão",,,,,15.82,24.0,cadastro_fotos/230-1.png
230-2,Left side headlight washer cover,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",15.82,24.0,,"Tampa do lavador do farol esquerdo, Material: Plástico, caixa de papelão",,,,25/03/2026 12:53,230-2,SKU 230-2,230-2,SKU 230-2,Left side headlight washer cover,"Left side headlight washer cover, Material: Plastic, cardboard box","Tampa do lavador do farol esquerdo, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Tampa do lavador do farol esquerdo,"Tampa do lavador do farol esquerdo, Material: Plástico, caixa de papelão",,,,,15.82,24.0,cadastro_fotos/230-2.png
230-K,Pair of headlight washer caps for the vehicle.,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",24.93,24.0,,"Conjunto de duas tampas para lava-faróis do veículo. Material: Plástico, caixa de papelão.",,,,25/03/2026 12:53,230-K,SKU 230-k,230-k,SKU 230-k,Pair of headlight washer caps for the vehicle.,"Pair of headlight washer caps for the vehicle., Material: Plastic, cardboard box","Conjunto de duas tampas para lava-faróis do veículo. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Conjunto de duas tampas para lava-faróis do veículo.,"Conjunto de duas tampas para lava-faróis do veículo. Material: Plástico, caixa de papelão.",,,,,24.93,24.0,
231,Vehicle handbrake button,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",41.7,24.0,,"Botão do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,231,SKU 231,231,SKU 231,Vehicle handbrake button,"Vehicle handbrake button, Material: Plastic and metal, cardboard box","Botão do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Botão do freio de mão do veículo,"Botão do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",,,,,41.7,24.0,cadastro_fotos/231.png
231-1,Vehicle handbrake button,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",40.28,24.0,,"Botão do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,231-1,SKU 231-1,231-1,SKU 231-1,Vehicle handbrake button,"Vehicle handbrake button, Material: Plastic and metal, cardboard box","Botão do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Botão do freio de mão do veículo,"Botão do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",,,,,40.28,24.0,cadastro_fotos/231-1.png
232-1,Pair of black vehicle front door handles,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",54.61,24.0,,"Par de maçanetas pretas para portas dianteiras de veículos, Material: Plástico, caixa de papelão",-,-,1.0,25/03/2026 12:53,232-1,SKU 232-1,232-1,"51417279316 
SKU:232-1",Pair of black vehicle front door handles,"Pair of black vehicle front door handles, Material: Plastic, cardboard box","Par de maçanetas pretas para portas dianteiras de veículos, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Par de maçanetas pretas para portas dianteiras de veículos,"Par de maçanetas pretas para portas dianteiras de veículos, Material: Plástico, caixa de papelão",-,7895141623200,-,-,54.61,24.0,cadastro_fotos/232-1.png
232-2,Pair of black vehicle rear door handles,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",64.55,24.0,,"Par de maçanetas pretas para portas traseiras de veículos, Material: Plástico, caixa de papelão",MLB2986686861,MLB2986686861|MLB3524022099|MLB4242821568,3.0,25/03/2026 12:53,232-2,SKU 232-2,232-2,"51427281465
SKU:232-2",Pair of black vehicle rear door handles,"Pair of black vehicle rear door handles, Material: Plastic, cardboard box","Par de maçanetas pretas para portas traseiras de veículos, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Par de maçanetas pretas para portas traseiras de veículos,"Par de maçanetas pretas para portas traseiras de veículos, Material: Plástico, caixa de papelão",Par Puxador Porta Traseira Bmw 320i 328i 335i 2011 A 2015 Preto || Par Puxador Porta Traseira Bmw 320i 328i 335i 2013 A 2018 Preto || Par Puxador Porta Traseira Bmw 320i 328i F30 2011 - 2015 Preto,7895141623842,"R$ 23,65|R$ 24,65",Clássico|Premium,64.55,24.0,cadastro_fotos/232-2.png
232-5,Pair of beige handles on the vehicle's front doors,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",46.55,24.0,,"Par de puxadores bege nas portas dianteiras do veículo. Material: Plástico, caixa de papelão.",-,-,1.0,25/03/2026 12:53,232-5,SKU 232-5,232-5,"51417279315 
SKU:232-5",Pair of beige handles on the vehicle's front doors,"Pair of beige handles on the vehicle's front doors, Material: Plastic, cardboard box","Par de puxadores bege nas portas dianteiras do veículo. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Par de maçanetas bege nas portas dianteiras do veículo,"Par de puxadores bege nas portas dianteiras do veículo. Material: Plástico, caixa de papelão.",-,7895141623200|7895141623859|7895141626690,-,-,46.55,24.0,cadastro_fotos/232-5.png
232-6,Pair of beige door handles on the rear doors of the vehicle,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",79.71,24.0,,"Par de maçanetas bege para as portas traseiras do veículo. Material: Plástico, caixa de papelão.",,,,25/03/2026 12:53,232-6,SKU 232-6,232-6,232-6,Pair of beige door handles on the rear doors of the vehicle,"Pair of beige door handles on the rear doors of the vehicle, Material: Plastic, cardboard box","Par de maçanetas bege para as portas traseiras do veículo. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Par de maçanetas bege nas portas traseiras do veículo,"Par de maçanetas bege para as portas traseiras do veículo. Material: Plástico, caixa de papelão.",,,,,79.71,24.0,cadastro_fotos/232-6.png
234,Electric vehicle window controls,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",38.44,24.0,,"Controles de janela para veículos elétricos, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,234,SKU 234,234,SKU 234,Electric vehicle window controls,"Electric vehicle window controls, Material: Plastic and metal, cardboard box","Controles de janela para veículos elétricos, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,controles de janela de veículo elétrico,"Controles de janela para veículos elétricos, Material: Plástico e metal, caixa de papelão",,,,,38.44,24.0,cadastro_fotos/234.png
236,Vehicle fan resistance,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",43.23,24.0,,"Resistência do ventilador do veículo, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,236,SKU 236,236,SKU 236,Vehicle fan resistance ,"Vehicle fan resistance , Material: Plastic and metal, cardboard box","Resistência do ventilador do veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Resistência do ventilador do veículo,"Resistência do ventilador do veículo, Material: Plástico e metal, caixa de papelão",,,,,43.23,24.0,cadastro_fotos/236.png
238-1,Rigth bumper grille of the vehicle,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",23.99,24.0,,"Grade do para-choque direito do veículo, Material: Plástico, caixa de papelão",,,,25/03/2026 12:53,238-1,SKU 238-1,238-1,SKU 238-1,Rigth bumper grille of the vehicle,"Rigth bumper grille of the vehicle, Material: Plastic, cardboard box","Grade do para-choque direito do veículo, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Grade do para-choque direito do veículo,"Grade do para-choque direito do veículo, Material: Plástico, caixa de papelão",,,,,23.99,24.0,cadastro_fotos/238-1.png
238-2,Left bumper grille of the vehicle,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",23.99,24.0,,"Grade do para-choque esquerdo do veículo, Material: Plástico, caixa de papelão",,,,25/03/2026 12:53,238-2,SKU 238-2,238-2,SKU 238-2,Left bumper grille of the vehicle,"Left bumper grille of the vehicle, Material: Plastic, cardboard box","Grade do para-choque esquerdo do veículo, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Grade do para-choque esquerdo do veículo,"Grade do para-choque esquerdo do veículo, Material: Plástico, caixa de papelão",,,,,23.99,24.0,cadastro_fotos/238-2.png
238-K,Vehicle bumper grille (pair),Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",47.98,24.0,,"Grade de proteção do para-choque do veículo (par), Material: Plástico, Tamanho individual 18x15x6CM, caixa de papelão",,,,25/03/2026 12:53,238-K,SKU 238-K,238-K,SKU 238-K,Vehicle bumper grille (pair),"Vehicle bumper grille (pair), Material: Plastic, Individual Size 18x15x6CM, cardboard box","Grade de proteção do para-choque do veículo (par), Material: Plástico, Tamanho individual 18x15x6CM, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,18.0,15.0,6.0,0.00162,275,Individual Size 18x15x6CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Grade do para-choque do veículo (par),"Grade de proteção do para-choque do veículo (par), Material: Plástico, Tamanho individual 18x15x6CM, caixa de papelão",,,,,47.98,24.0,cadastro_fotos/238-K.png
239-1,"Vehicle bumper reflectors, Rigth side.",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",34.16,24.0,,"Refletores do para-choque do veículo, lado direito. Material: Plástico, caixa de papelão.",,,,25/03/2026 12:53,239-1,SKU 239-1,239-1,SKU 239-1,"Vehicle bumper reflectors, Rigth side.","Vehicle bumper reflectors, Rigth side., Material: Plastic, cardboard box","Refletores do para-choque do veículo, lado direito. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Refletores do para-choque do veículo, lado direito.","Refletores do para-choque do veículo, lado direito. Material: Plástico, caixa de papelão.",,,,,34.16,24.0,cadastro_fotos/239-1.png
239-2,"Vehicle bumper reflectors, left side.",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",34.16,24.0,,"Refletores do para-choque do veículo, lado esquerdo. Material: Plástico, caixa de papelão.",,,,25/03/2026 12:53,239-2,SKU 239-2,239-2,SKU 239-2,"Vehicle bumper reflectors, left side.","Vehicle bumper reflectors, left side., Material: Plastic, cardboard box","Refletores do para-choque do veículo, lado esquerdo. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Refletores do para-choque do veículo, lado esquerdo.","Refletores do para-choque do veículo, lado esquerdo. Material: Plástico, caixa de papelão.",,,,,34.16,24.0,cadastro_fotos/239-2.png
239-K,Pair of vehicle bumper reflectors,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",68.32,24.0,,"Conjunto de dois refletores para para-choque de veículo. Material: Plástico, caixa de papelão.",,,,25/03/2026 12:53,239-K,SKU 239-K,239-K,SKU 239-K,Pair of vehicle bumper reflectors,"Pair of vehicle bumper reflectors, Material: Plastic, cardboard box","Conjunto de dois refletores para para-choque de veículo. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Par de refletores de para-choque de veículo,"Conjunto de dois refletores para para-choque de veículo. Material: Plástico, caixa de papelão.",,,,,68.32,24.0,cadastro_fotos/239-K.png
